Month,Day,Temperature,Cloud Type,Relative Humidity,Aerosol Optical Depth,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI,Station,Operational Capacity(MW),Actual Generation(Mu),Latitude,Longitude
12,24,15.095833333333331,0.1666666666666666,42.98375000000001,0.7226125,179.3,371.4,368.1,179.3,371.4,368.1,UNCHAHAR SOLAR,10.0,0.04,25.88,81.31
12,25,14.4625,0.0,40.50083333333333,0.3551208333333333,126.5,592.9,419.8,126.5,592.9,419.8,UNCHAHAR SOLAR,10.0,0.04,25.88,81.31
12,26,14.825,0.0416666666666666,39.21958333333333,0.4409416666666666,147.3,509.7,402.3,147.3,509.7,402.3,UNCHAHAR SOLAR,10.0,0.04,25.88,81.31
12,27,15.991666666666667,0.0416666666666666,42.33916666666666,0.5821958333333334,157.5,456.4,388.1,157.5,456.4,388.1,UNCHAHAR SOLAR,10.0,0.04,25.88,81.31
12,28,16.204166666666666,0.0416666666666666,50.825,0.8617500000000001,196.2,321.6,361.2,196.2,321.6,361.2,UNCHAHAR SOLAR,10.0,0.03,25.88,81.31
12,29,13.204166666666666,0.0,36.31208333333333,0.44175,166.2,447.4,390.8,166.2,447.4,390.8,UNCHAHAR SOLAR,10.0,0.03,25.88,81.31
12,30,12.5875,0.125,37.88166666666667,0.352775,134.1,547.8,411.5,134.1,547.8,411.5,UNCHAHAR SOLAR,10.0,0.03,25.88,81.31
