;0;1;2
0;-61.19618323536679;-13.787791979764876;94.66114124198579
1;-48.043386120104515;-25.792282202234603;90.77982055844201
2;-34.92746649008859;-37.50378928539972;88.59290396010947
3;-29.51125162958033;-48.58745383857067;99.43097214807267
4;-16.024605931826045;-59.183709186248;94.21357888887596
5;-5.5488989246978235;-68.86792864947533;92.11517752032633
6;2.5074129304866872;-77.47827601438047;93.49801809033846
7;7.599033462243362;-84.87660771006209;97.39805301132645
8;19.53913839392908;-91.04372530773018;88.71749693720724
9;21.553011322605016;-95.694796308076;92.12897816171046
10;24.5528790192443;-98.8480008967033;93.45059638613722
11;23.26576819016418;-100.40913860821962;98.64068848136907
12;25.040740934504356;-100.43160657541844;95.22136629946131
13;23.740380303355778;-98.84161095003773;94.47186049785272
14;19.31148689647398;-95.66818351797662;96.1566743091099
15;16.519031779547277;-91.0173559228121;92.75414546393704
16;10.827310080947427;-84.92108743028338;91.66548780400626
17;3.4461684649490962;-77.4922661764577;91.80103928812963
18;-5.740638433475397;-68.86250302210274;92.71888231912601
19;-15.67412080022632;-59.191455398078894;93.46103614507133
20;-26.432062950730142;-48.64714692282968;94.43860058211801
21;-38.063492281183244;-37.43654675072543;94.15552452313963
22;-48.17164405907624;-25.767431885284125;92.65215949770246
23;-61.15507384588318;-13.797956288625944;93.97786081163188
