;0;1;2;3;4
0;1.0;1.0;0.9999999999999999;0.9869326662023921;0.9860313405783333
1;1.0;0.9999999999999999;0.9999999999999999;0.9873985537031261;0.9867766916070119
2;1.0;0.9999999999999997;0.9999999999999998;0.9874707983522768;0.9867688054452303
3;1.0;0.9999999999999999;0.9999999999999998;0.9867642687043736;0.9858352626154933
4;1.0;1.0000000000000002;1.0000000000000002;0.9869856564338466;0.9861769574432918
5;1.0;0.9999999999999999;1.0;0.9872937147304245;0.9865349327186219
6;1.0;0.9999999999999998;1.0;0.9873493072675038;0.9863362387255311
7;1.0;0.9999999999999998;0.9999999999999999;0.9868541906425322;0.9861840237107766
8;1.0;0.9999999999999998;1.0000000000000002;0.9873003444635285;0.9862707387767151
9;1.0;1.0;1.0;0.9871772042568422;0.9864809711774549
10;1.0;0.9999999999999999;0.9999999999999999;0.9868966406216805;0.9860835948924779
11;1.0;1.0;1.0000000000000002;0.986523219922533;0.9857157428638941
12;1.0;0.9999999999999998;0.9999999999999999;0.9869029030503047;0.9860312508618607
13;1.0;1.0;0.9999999999999996;0.9868343361649328;0.9861486674780041
14;1.0;0.9999999999999997;1.0000000000000002;0.9869744293288106;0.9861878596698048
15;1.0;1.0000000000000002;1.0;0.9873408833709878;0.9864108677312513
16;1.0;0.9999999999999999;1.0000000000000002;0.9873800236926097;0.9865715602341026
17;1.0;0.9999999999999999;0.9999999999999996;0.9873321527266687;0.9864654081093539
18;1.0;0.9999999999999998;0.9999999999999996;0.9871887833606209;0.9864112743147481
19;1.0;0.9999999999999998;0.9999999999999999;0.9870245198915911;0.9862701134947065
20;1.0;1.0000000000000004;1.0;0.9867362019267726;0.986031370380928
21;1.0;0.9999999999999997;0.9999999999999998;0.9869942638169544;0.9863980504042171
22;1.0;1.0000000000000004;1.0000000000000002;0.9870163337789399;0.9861308272779858
23;1.0;0.9999999999999997;0.9999999999999996;0.9871542366400505;0.9862675694643922
